route_index,trip_id,physical_vehicle_id,vehicle_type,service_node_sequence,customer_sequence,depart_min,depart_time,return_min,return_time,total_weight_kg,total_volume_m3,total_distance_km,fixed_cost,energy_cost,carbon_cost,penalty_cost,total_cost
92,T0092,F1-014,F1,79,55,1178.140702491963,19:38,1422.0163160469046,23:42,2439.52946,6.159698000000001,132.0866119974154,0.0,302.79124351400054,65.87201618917261,115.06542439119491,483.7286840943681
93,T0093,F1-024,F1,80,55,963.0621932225292,16:03,1206.9378067774708,20:07,2439.52946,6.159698000000001,132.0866119974154,400.0,302.79124351400054,65.87201618917261,0.0,768.6632597031733
94,T0094,F1-025,F1,81,55,963.0621932225292,16:03,1206.9378067774708,20:07,2439.52946,6.159698000000001,132.0866119974154,400.0,302.79124351400054,65.87201618917261,0.0,768.6632597031733
95,T0095,F1-019,F1,71,53,1195.7613612668824,19:56,1285.977030792089,21:26,2321.281966666667,6.252913333333333,41.4272450198718,0.0,94.32261492720556,20.51981670732394,82.39099669123809,197.2334283257676
96,T0096,F1-008,F1,72,53,1200.3261664828874,20:00,1290.541836008094,21:31,2321.281966666667,6.252913333333333,41.4272450198718,0.0,94.32261492720556,20.51981670732394,86.1950010379089,201.0374326724384
97,T0097,F1-010,F1,73,53,1206.267392790585,20:06,1296.4830623157916,21:36,2321.281966666667,6.252913333333333,41.4272450198718,0.0,94.32261492720556,20.51981670732394,91.14602296099028,205.98845459551978
98,T0098,F1-026,F1,113->36,68->34,1024.7482873730125,17:05,1397.6139062386994,23:18,2835.7122666666664,7.332066666666666,196.3907151307553,400.0,434.3889236839258,94.50099640012134,72.02440797103654,1000.9143280550837
99,T0099,F1-024,F1,114,68,1206.9378067774708,20:07,1399.4412320314466,23:19,2471.6624666666667,5.810966666666666,101.7770208998458,0.0,233.74036260612735,50.85004695303208,87.6579328370489,372.24834239620833
100,T0100,F1-025,F1,115,68,1206.9378067774708,20:07,1399.4412320314466,23:19,2471.6624666666667,5.810966666666666,101.7770208998458,0.0,233.74036260612735,50.85004695303208,87.6579328370489,372.24834239620833
101,T0101,E1-005,E1,112,67,1280.2581175190214,21:20,1472.9840218731865,D+1 00:33,2860.4382,8.92494,101.9082835689574,0.0,65.78746037491965,13.063223457983284,125.51755808008656,204.3682419129895
102,T0102,F1-020,F1,57,47,1215.7785541809994,20:16,1291.8134819784464,21:32,2784.5018,8.09606,33.0606074004938,0.0,77.28625791411821,16.813569551868387,40.663348399769085,134.76317586575567
103,T0103,E1-003,E1,99,62,1288.3635387774118,21:28,1474.046106451435,D+1 00:34,2934.7648000000004,8.376146666666667,97.7527149276738,0.0,63.339289543842455,12.577097341434328,141.83735217868616,217.75373906396294
104,T0104,F1-015,F1,100,62,1218.1113895751748,20:18,1403.793957249198,23:24,2934.7648000000004,8.376146666666667,97.7527149276738,0.0,230.44869948842071,50.133948020769374,83.29389451015535,363.8765420193455
105,T0105,F1-016,F1,101,62,1222.8906369131187,20:23,1408.5732045871418,23:29,2934.7648000000004,8.376146666666667,97.7527149276738,0.0,230.44869948842071,50.133948020769374,87.27660062510856,367.8592481342987
106,T0106,F1-022,F1,121,72,1222.8906369131187,20:23,1383.6849805426295,23:04,2725.3232,7.50056,83.0686627414114,0.0,193.54463164624383,42.10549473350052,48.57317393989509,284.2233003196394
107,T0107,F1-027,F1,119->3,71->4,1032.3878940006837,17:12,1306.4686074006868,21:46,2977.0965,8.43028,138.1076209060019,400.0,341.5417071448313,74.3021515458115,0.0,815.8438586906428
108,T0108,E1-001,E1,27,28,1298.0987963324735,21:38,1525.9018730450484,D+1 01:26,1628.6557500000001,3.98015,122.6038152604192,0.0,74.27374947181212,14.748321046033917,139.16694557396758,228.18901609181364
109,T0109,E1-006,E1,28,28,1315.148710522904,21:55,1542.9517872354786,D+1 01:43,1628.6557500000001,3.98015,122.6038152604192,0.0,74.27374947181214,14.748321046033919,153.37520739932606,242.39727791717212
110,T0110,F1-005,F1,15,10,1231.689837206551,20:32,1418.2615341127755,23:38,1879.9925,7.278745,98.2773011746724,0.0,218.05960389870648,47.438709229238306,71.64640471638602,337.14471784433084
111,T0111,F1-006,F1,16,10,1235.122351341527,20:35,1421.6940482477517,23:42,1879.9925,7.278745,98.2773011746724,0.0,218.05960389870648,47.438709229238306,74.50683316219947,340.0051462901443
112,T0112,F1-001,F1,129,78,1238.369322401568,20:38,1504.2345182375109,D+1 01:04,1882.391,4.7241,145.0604655432062,0.0,321.90874074626277,70.03101389520043,88.58493359961624,480.52468824107945
113,T0113,E1-008,E1,63,50,1341.3634791209247,22:21,1600.3168458337013,D+1 02:40,2650.7700333333332,7.165916666666667,140.9824863605382,0.0,90.05807065079559,17.882567504531455,169.0334687310942,276.9741068864212
114,T0114,F1-017,F1,64,50,1239.1324624011972,20:39,1498.085829113974,D+1 00:58,2650.7700333333332,7.165916666666667,140.9824863605382,0.0,327.09851318051244,71.16004513745037,83.84095479798798,482.0995131159508
115,T0115,F1-004,F1,65,50,1240.6351072989632,20:41,1499.58847401174,D+1 01:00,2650.7700333333332,7.165916666666667,140.9824863605382,0.0,327.09851318051244,71.16004513745037,85.09315887945965,483.35171719742243
